92.41237,92.39349,92.41305,92.41783,92.41579,92.40692,92.38737,92.37259,92.33622,92.30667
92.28712,92.264824,92.28097,92.29985,92.334175,92.3569,92.39533,92.41899,92.4001,92.37235
92.37577,92.38329,92.36648,92.35967,92.34171,92.32175,92.309006,92.29872,92.3269,92.36805
92.35601,92.348076,92.38173,92.4206,92.4206,92.42604,92.44354,92.463524,92.41827,92.36781
92.36056,92.36056,92.3403,92.318016,92.29847,92.325294,92.315765,92.3124,92.34402,92.39105
92.41651,92.42398,92.41941,92.41533,92.396484,92.36084,92.35287,92.33418,92.304634,92.32145
92.34235,92.356445,92.34578,92.36467,92.41105,92.43583,92.41947,92.447624,92.47104,92.42942
92.37031,92.37031,92.36146,92.33581,92.31032,92.299614,92.3037,92.325294,92.3569,92.36372
92.380554,92.42078,92.45033,92.45715,92.42987,92.40692,92.39329,92.38329,92.3733,92.382866
92.404465,92.388985,92.36873,92.378044,92.40487,92.428535,92.428535,92.44537,92.4565,92.447624
92.44829,92.45306,92.43896,92.402596,92.36826,92.335526,92.30393,92.28438,92.28165,92.30734
92.350555,92.37327,92.3785,92.409645,92.449425,92.47284,92.45806,92.44604,92.42444,92.37648
92.3617,92.33897,92.318275,92.30555,92.31007,92.311455,92.32579,92.364235,92.395836,92.41061
92.43331,92.456024,92.44509,92.40668,92.37781,92.36099,92.341446,92.30711,92.255974,92.25005
92.29052,92.31007,92.32962,92.39282,92.44397,92.45626,92.45012,92.453285,92.46124,92.44169
92.41284,92.39561,92.382866,92.355774,92.326225,92.3358,92.31033,92.304855,92.34644,92.39965
92.40377,92.41648,92.44714,92.46716,92.45033,92.42738,92.406494,92.37491,92.34738,92.32737
92.307816,92.29985,92.29394,92.31075,92.349174,92.37351,92.397865,92.393074,92.4058,92.45012
92.48488,92.46124,92.45443,92.42879,92.39995,92.36287,92.32189,92.303246,92.30802,92.33235
92.36395,92.39282,92.39805,92.449196,92.4883,92.471466,92.47056,92.493996,92.465614,92.42247
92.38087,92.334496,92.31173,92.31579,92.32463,92.34235,92.3783,92.38993,92.4099,92.42741
92.493324,92.51083,92.47172,92.46489,92.4708,92.4517,92.42534,92.37897,92.31712,92.284836
92.29847,92.32895,92.35533,92.38488,92.38488,92.40171,92.44669,92.4742,92.44782,92.43419
92.452866,92.450836,92.38218,92.29077,92.26802,92.284836,92.30438,92.322365,92.31922,92.34397
92.37626,92.44971,92.51249,92.53449,92.49648,92.47602,92.49196,92.4804,92.42331,92.363495
92.33394,92.27687,92.22187,92.24075,92.30668,92.357834,92.39693,92.42399,92.433556,92.43671
92.39941,92.396484,92.4388,92.39291,92.33225,92.29995,92.274445,92.26325,92.260056,92.3012
92.327576,92.35081,92.40196,92.45695,92.49677,92.48719,92.47284,92.4808,92.49628,92.47195
92.393745,92.330345,92.290085,92.29213,92.28941,92.28621,92.300514,92.35917,92.39349,92.4326
92.437386,92.45806,92.46195,92.45311,92.45907,92.456314,92.404465,92.3258,92.27466,92.2419
92.238014,92.2521,92.26848,92.328804,92.38476,92.42114,92.44588,92.44971,92.47517,92.48108
92.44789,92.41401,92.396965,92.35788,92.31557,92.2685,92.279396,92.29031,92.282364,92.30668
92.348495,92.38035,92.41058,92.403755,92.39489,92.41559,92.42834,92.43153,92.41198,92.36419
92.32713,92.302826,92.294846,92.271645,92.26465,92.29105,92.37967,92.418785,92.43385,92.43865
92.45655,92.46967,92.46398,92.41604,92.3649,92.35942,92.325096,92.26529,92.251884,92.26282
92.27648,92.32307,92.37762,92.375565,92.4099,92.46173,92.49992,92.50106,92.46267,92.39676
92.37242,92.34738,92.312355,92.290085,92.31167,92.32735,92.32101,92.332634,92.36969,92.441086
92.463394,92.44658,92.43698,92.47242,92.47833,92.48628,92.42879,92.38015,92.34241,92.33309
92.29351,92.2619,92.280304,92.33306,92.347404,92.36969,92.43424,92.47517,92.5034,92.49861
92.46948,92.44992,92.429504,92.366806,92.32973,92.32103,92.31712,92.29847,92.32895,92.35739
92.37174,92.4047,92.439735,92.45726,92.45246,92.47038,92.46081,92.42444,92.41081,92.38969
92.32713,92.26938,92.2619,92.27873,92.277596,92.29874,92.32785,92.345345,92.360794,92.39377
92.43677,92.4172,92.403564,92.43704,92.43547,92.383606,92.340576,92.3319,92.32713,92.321205
92.356445,92.35806,92.38719,92.44422,92.47651,92.48404,92.45726,92.45836,92.48108,92.48628
92.4424,92.38648,92.36419,92.312355,92.29213,92.27143,92.265526,92.34372,92.405106,92.41468
92.40266,92.40336,92.44359,92.48108,92.45949,92.42791,92.41631,92.41878,92.37765,92.34012
92.34622,92.36712,92.32962,92.336044,92.39991,92.45216,92.47376,92.453804,92.44178,92.46112
92.46225,92.44269,92.43312,92.404,92.36216,92.312355,92.285324,92.28465,92.28875,92.29827
92.2978,92.339615,92.38829,92.42536,92.43605,92.42037,92.37923,92.36923,92.36923,92.36242
92.34606,92.348564,92.339874,92.30916,92.32075,92.35917,92.39965,92.44669,92.43944,92.42426
92.458595,92.482,92.461525,92.42037,92.37923,92.33331,92.32854,92.3183,92.32762,92.316925
92.298935,92.325294,92.3919,92.433044,92.427826,92.418526,92.42475,92.43231,92.41072,92.39115
92.38231,92.387505,92.3872,92.37694,92.33463,92.32075,92.34757,92.379166,92.40827,92.41579
92.44288,92.45246,92.44729,92.43362,92.42313,92.41081,92.39329,92.38445,92.345345,92.29281
92.29213,92.31167,92.30643,92.296425,92.31325,92.36916,92.41783,92.387886,92.36109,92.39245
92.40795,92.39115,92.36477,92.37273,92.36518,92.34012,92.31463,92.326225,92.36942,92.39103
92.4099,92.4315,92.451065,92.44696,92.42811,92.455605,92.468346,92.463554,92.425156,92.38401
92.35215,92.34395,92.34872,92.36826,92.35553,92.36234,92.38872,92.42578,92.44055,92.46489
92.45357,92.42475,92.40795,92.40869,92.38395,92.37841,92.39082,92.38604,92.361275,92.34579
92.38624,92.44218,92.44696,92.44422,92.46173,92.47721,92.45246,92.44288,92.462845,92.456024
