8704,8624,8384,8320
8704,8624,8384,8320
8704,8624,8384,8320
8976,8896,8608,8608
8976,8896,8608,8608
8976,8896,8608,8608
8976,8896,8608,8608
8880,8816,8560,8528
8880,8816,8560,8528
8880,8816,8560,8528
8880,8816,8560,8528
8928,8912,8592,8608
8928,8912,8592,8608
8928,8912,8592,8608
8928,8912,8592,8608
8656,8720,8336,8448
8656,8720,8336,8448
8656,8720,8336,8448
8656,8720,8336,8448
8896,8912,8624,8752
8896,8912,8624,8752
8896,8912,8624,8752
8896,8912,8624,8752
8800,8784,8576,8704
8800,8784,8576,8704
8800,8784,8576,8704
8800,8784,8576,8704
8848,8800,8688,8816
8848,8800,8688,8816
8848,8800,8688,8816
8848,8800,8688,8816
8432,8464,8432,8512
8432,8464,8432,8512
8432,8464,8432,8512
8432,8464,8432,8512
8576,8560,8608,8720
8576,8560,8608,8720
8576,8560,8608,8720
8576,8560,8608,8720
8624,8672,8736,8816
8624,8672,8736,8816
8624,8672,8736,8816
8624,8672,8736,8816
8784,8752,8944,9040
8784,8752,8944,9040
8784,8752,8944,9040
8784,8752,8944,9040
8512,8512,8752,8752
8512,8512,8752,8752
8512,8512,8752,8752
8512,8512,8752,8752
8480,8448,8784,8720
8480,8448,8784,8720
8480,8448,8784,8720
8480,8448,8784,8720
8480,8464,8864,8800
8480,8464,8864,8800
8480,8464,8864,8800
8480,8464,8864,8800
8448,8512,8992,8848
