8928,8896,8512,8560
8928,8896,8512,8560
8928,8896,8512,8560
8944,8880,8512,8656
8944,8880,8512,8656
8944,8880,8512,8656
8944,8880,8512,8656
8944,8912,8576,8672
8944,8912,8576,8672
8944,8912,8576,8672
8944,8912,8576,8672
8592,8640,8288,8496
8592,8640,8288,8496
8592,8640,8288,8496
8592,8640,8288,8496
8880,8896,8592,8848
8880,8896,8592,8848
8880,8896,8592,8848
8880,8896,8592,8848
8704,8784,8560,8768
8704,8784,8560,8768
8704,8784,8560,8768
8704,8784,8560,8768
8528,8544,8464,8592
8528,8544,8464,8592
8528,8544,8464,8592
8528,8544,8464,8592
8752,8800,8784,8896
8752,8800,8784,8896
8752,8800,8784,8896
8752,8800,8784,8896
8848,8912,8864,9072
8848,8912,8864,9072
8848,8912,8864,9072
8848,8912,8864,9072
8576,8752,8784,8976
8576,8752,8784,8976
8576,8752,8784,8976
8576,8752,8784,8976
8416,8480,8624,8688
8416,8480,8624,8688
8416,8480,8624,8688
8416,8480,8624,8688
8352,8464,8672,8688
8352,8464,8672,8688
8352,8464,8672,8688
8352,8464,8672,8688
8576,8672,8928,8944
8576,8672,8928,8944
8576,8672,8928,8944
8576,8672,8928,8944
8688,8720,9008,8976
8688,8720,9008,8976
8688,8720,9008,8976
8688,8720,9008,8976
8784,8848,9168,9136
8784,8848,9168,9136
8784,8848,9168,9136
8784,8848,9168,9136
8448,8480,8832,8800
8692.8,8739.733333,8694.4,8801.866667
