8944,8784,8736,8656
8944,8784,8736,8656
8944,8784,8736,8656
9056,8928,8752,8720
9056,8928,8752,8720
9056,8928,8752,8720
9056,8928,8752,8720
9264,9136,8912,8848
9264,9136,8912,8848
9264,9136,8912,8848
9264,9136,8912,8848
8640,8736,8368,8384
8640,8736,8368,8384
8640,8736,8368,8384
8640,8736,8368,8384
8704,8656,8368,8400
8704,8656,8368,8400
8704,8656,8368,8400
8704,8656,8368,8400
8720,8624,8256,8368
8720,8624,8256,8368
8720,8624,8256,8368
8720,8624,8256,8368
8672,8688,8304,8544
8672,8688,8304,8544
8672,8688,8304,8544
8672,8688,8304,8544
8880,8864,8576,8752
8880,8864,8576,8752
8880,8864,8576,8752
8880,8864,8576,8752
8784,8832,8576,8800
8784,8832,8576,8800
8784,8832,8576,8800
8784,8832,8576,8800
8640,8576,8496,8624
8640,8576,8496,8624
8640,8576,8496,8624
8640,8576,8496,8624
8608,8624,8480,8656
8608,8624,8480,8656
8608,8624,8480,8656
8608,8624,8480,8656
8688,8688,8736,8864
8688,8688,8736,8864
8688,8688,8736,8864
8688,8688,8736,8864
8768,8880,8880,9024
8768,8880,8880,9024
8768,8880,8880,9024
8768,8880,8880,9024
8336,8368,8512,8592
8336,8368,8512,8592
8336,8368,8512,8592
8336,8368,8512,8592
8448,8464,8656,8672
8448,8464,8656,8672
8448,8464,8656,8672
8448,8464,8656,8672
8400,8480,8752,8720
