8512,8336,8080,8016
8512,8336,8080,8016
8512,8336,8080,8016
9008,8832,8576,8592
9008,8832,8576,8592
9008,8832,8576,8592
9008,8832,8576,8592
9200,9024,8736,8816
9200,9024,8736,8816
9200,9024,8736,8816
9200,9024,8736,8816
9728,9536,9312,9440
9728,9536,9312,9440
9728,9536,9312,9440
9728,9536,9312,9440
8768,8752,8544,8688
8768,8752,8544,8688
8768,8752,8544,8688
8768,8752,8544,8688
8592,8544,8480,8576
8592,8544,8480,8576
8592,8544,8480,8576
8592,8544,8480,8576
8432,8384,8384,8368
8432,8384,8384,8368
8432,8384,8384,8368
8432,8384,8384,8368
8384,8336,8368,8448
8384,8336,8368,8448
8384,8336,8368,8448
8384,8336,8368,8448
8176,8160,8288,8400
8176,8160,8288,8400
8176,8160,8288,8400
8176,8160,8288,8400
9104,9152,9280,9328
9104,9152,9280,9328
9104,9152,9280,9328
9104,9152,9280,9328
8240,8208,8464,8448
8240,8208,8464,8448
8240,8208,8464,8448
8240,8208,8464,8448
8352,8240,8672,8560
8352,8240,8672,8560
8352,8240,8672,8560
8352,8240,8672,8560
8160,7968,8400,8400
8160,7968,8400,8400
8160,7968,8400,8400
8160,7968,8400,8400
8064,7984,8368,8288
8064,7984,8368,8288
8064,7984,8368,8288
8064,7984,8368,8288
8592,8560,8960,8800
8592,8560,8960,8800
8592,8560,8960,8800
8592,8560,8960,8800
9472,9392,9840,9744
8636.8,8552,8623.466667,8640
