8768,8624,8528,8416
8768,8624,8528,8416
8768,8624,8528,8416
8928,8784,8704,8464
8928,8784,8704,8464
8928,8784,8704,8464
8928,8784,8704,8464
9024,8960,8736,8560
9024,8960,8736,8560
9024,8960,8736,8560
9024,8960,8736,8560
9024,8912,8720,8576
9024,8912,8720,8576
9024,8912,8720,8576
9024,8912,8720,8576
8896,8784,8448,8336
8896,8784,8448,8336
8896,8784,8448,8336
8896,8784,8448,8336
8928,8816,8496,8464
8928,8816,8496,8464
8928,8816,8496,8464
8928,8816,8496,8464
8976,8944,8592,8624
8976,8944,8592,8624
8976,8944,8592,8624
8976,8944,8592,8624
8960,8928,8640,8656
8960,8928,8640,8656
8960,8928,8640,8656
8960,8928,8640,8656
9120,9136,8896,8976
9120,9136,8896,8976
9120,9136,8896,8976
9120,9136,8896,8976
8688,8656,8496,8560
8688,8656,8496,8560
8688,8656,8496,8560
8688,8656,8496,8560
8752,8688,8640,8624
8752,8688,8640,8624
8752,8688,8640,8624
8752,8688,8640,8624
8864,8816,8848,8880
8864,8816,8848,8880
8864,8816,8848,8880
8864,8816,8848,8880
9072,9120,9200,9216
9072,9120,9200,9216
9072,9120,9200,9216
9072,9120,9200,9216
8912,8928,9072,9088
8912,8928,9072,9088
8912,8928,9072,9088
8912,8928,9072,9088
8960,8976,9200,9120
8960,8976,9200,9120
8960,8976,9200,9120
8960,8976,9200,9120
8928,8864,9200,9088
8927.466667,8875.466667,8758.933333,8715.2
