8464,8656,8752,8896
8464,8656,8752,8896
8464,8656,8752,8896
9408,9616,9744,9856
9408,9616,9744,9856
9408,9616,9744,9856
9408,9616,9744,9856
8656,8816,8976,9072
8656,8816,8976,9072
8656,8816,8976,9072
8656,8816,8976,9072
8688,8816,8992,9056
8688,8816,8992,9056
8688,8816,8992,9056
8688,8816,8992,9056
8416,8576,8752,8816
8416,8576,8752,8816
8416,8576,8752,8816
8416,8576,8752,8816
8416,8496,8624,8736
8416,8496,8624,8736
8416,8496,8624,8736
8416,8496,8624,8736
8528,8576,8768,8784
8528,8576,8768,8784
8528,8576,8768,8784
8528,8576,8768,8784
9376,9392,9616,9504
9376,9392,9616,9504
9376,9392,9616,9504
9376,9392,9616,9504
8608,8592,8672,8736
8608,8592,8672,8736
8608,8592,8672,8736
8608,8592,8672,8736
8528,8560,8480,8560
8528,8560,8480,8560
8528,8560,8480,8560
8528,8560,8480,8560
8560,8608,8528,8512
8560,8608,8528,8512
8560,8608,8528,8512
8560,8608,8528,8512
8928,8928,8768,8768
8928,8928,8768,8768
8928,8928,8768,8768
8928,8928,8768,8768
8928,8960,8752,8688
8928,8960,8752,8688
8928,8960,8752,8688
8928,8960,8752,8688
9600,9376,9232,8752
9600,9376,9232,8752
9600,9376,9232,8752
9600,9376,9232,8752
8768,8864,8384,8512
8768,8864,8384,8512
8768,8864,8384,8512
8768,8864,8384,8512
9088,9104,8560,8688
8801.866667,8862.933333,8866.133333,8879.733333
